line,offset,latA,latB,label
12450,0x185100,302.3,277.7,1
12451,0x185180,302.4,277.6,1
12452,0x185200,303.5,278.8,1
12453,0x185280,303.4,278.9,1
12454,0x185300,302.3,277.8,1
12455,0x185380,302.1,277.7,1
12456,0x185400,276.7,306.8,0
12457,0x185480,276.6,306.5,0
12458,0x185500,278.0,304.8,0
12459,0x185580,277.7,304.8,0
12460,0x185600,276.8,306.7,0
12461,0x185680,276.8,306.7,0
12462,0x185700,277.7,304.8,0
12463,0x185780,277.9,305.0,0
12464,0x185800,303.1,277.5,1
12465,0x185880,303.4,277.5,1
12466,0x185900,276.8,314.0,0
12467,0x185980,276.5,314.1,0
12468,0x185a00,303.2,277.5,1
12469,0x185a80,303.3,277.4,1
12470,0x185b00,276.9,314.2,0
12471,0x185b80,276.8,314.1,0
12472,0x185c00,277.1,302.8,0
12473,0x185c80,277.2,302.9,0
12474,0x185d00,302.9,276.9,1
12475,0x185d80,302.8,276.8,1
12476,0x185e00,276.9,302.9,0
12477,0x185e80,277.0,302.8,0
12478,0x185f00,303.0,277.0,1
12479,0x185f80,302.8,276.9,1
12480,0x186000,278.5,305.0,0
12481,0x186080,278.8,305.0,0
12482,0x186100,278.2,307.9,0
12483,0x186180,278.3,307.9,0
12484,0x186200,278.6,304.9,0
12485,0x186280,278.5,304.8,0
12486,0x186300,278.0,307.8,0
12487,0x186380,278.1,308.0,0
12488,0x186400,303.7,278.8,1
12489,0x186480,303.8,278.9,1
12490,0x186500,304.4,278.5,1
12491,0x186580,304.4,278.8,1
12492,0x186600,303.7,278.9,1
12493,0x186680,303.6,278.9,1
12494,0x186700,304.5,278.7,1
12495,0x186780,304.4,278.8,1
12496,0x186800,304.2,278.9,1
12497,0x186880,304.0,278.9,1
12498,0x186900,278.5,304.4,0
12499,0x186980,278.5,304.5,0
12500,0x186a00,304.1,278.9,1
12501,0x186a80,304.2,278.9,1
12502,0x186b00,278.4,304.4,0
12503,0x186b80,278.6,304.5,0
12504,0x186c00,277.6,311.1,0
12505,0x186c80,277.8,311.1,0
12506,0x186d00,304.1,279.1,1
12507,0x186d80,304.2,279.2,1
12508,0x186e00,277.8,311.0,0
12509,0x186e80,277.8,310.9,0
12510,0x186f00,304.2,279.0,1
12511,0x186f80,304.0,279.0,1
12512,0x187000,278.8,305.4,0
12513,0x187080,278.8,305.4,0
12514,0x187100,278.8,301.7,0
12515,0x187180,278.8,301.7,0
12516,0x187200,278.6,305.5,0
12517,0x187280,278.9,305.5,0
12518,0x187300,278.5,301.7,0
12519,0x187380,278.7,301.8,0
12520,0x187400,304.4,275.8,1
12521,0x187480,304.5,275.8,1
12522,0x187500,304.5,276.7,1
12523,0x187580,304.5,276.6,1
12524,0x187600,304.4,275.8,1
12525,0x187680,304.5,275.8,1
12526,0x187700,304.2,276.5,1
12527,0x187780,304.4,276.5,1
12528,0x187800,279.1,302.1,0
12529,0x187880,279.0,302.1,0
12530,0x187900,305.1,276.3,1
12531,0x187980,305.0,276.5,1
12532,0x187a00,279.1,302.1,0
12533,0x187a80,279.0,302.0,0
12534,0x187b00,304.8,276.2,1
12535,0x187b80,304.8,276.5,1
12536,0x187c00,304.2,276.4,1
12537,0x187c80,304.0,276.2,1
12538,0x187d00,277.6,312.8,0
12539,0x187d80,277.6,312.7,0
12540,0x187e00,304.2,276.4,1
12541,0x187e80,304.2,276.3,1
12542,0x187f00,277.6,312.7,0
12543,0x187f80,277.7,312.7,0
12544,0x188000,281.5,315.9,0
12545,0x188080,281.5,315.9,0
12546,0x188100,306.5,278.7,1
12547,0x188180,306.6,278.7,1
12548,0x188200,281.8,315.9,0
12549,0x188280,281.6,316.0,0
12550,0x188300,306.5,278.8,1
12551,0x188380,306.6,278.6,1
12552,0x188400,308.6,280.4,1
12553,0x188480,308.7,280.4,1
12554,0x188500,282.9,306.0,0
12555,0x188580,282.8,305.9,0
12556,0x188600,308.6,280.3,1
12557,0x188680,308.6,280.4,1
12558,0x188700,282.9,305.8,0
12559,0x188780,282.8,305.6,0
12560,0x188800,308.4,280.4,1
12561,0x188880,308.3,280.4,1
12562,0x188900,307.0,278.5,1
12563,0x188980,307.0,278.4,1
12564,0x188a00,308.3,280.2,1
12565,0x188a80,308.3,280.3,1
12566,0x188b00,307.1,278.3,1
12567,0x188b80,307.0,278.7,1
12568,0x188c00,281.0,304.5,0
12569,0x188c80,281.2,304.5,0
12570,0x188d00,282.8,309.4,0
12571,0x188d80,282.9,309.5,0
12572,0x188e00,281.3,304.6,0
12573,0x188e80,281.1,304.6,0
12574,0x188f00,282.6,309.4,0
12575,0x188f80,282.9,309.3,0
12576,0x189000,307.8,282.8,1
12577,0x189080,307.9,282.8,1
12578,0x189100,281.6,315.4,0
12579,0x189180,281.7,315.5,0
12580,0x189200,307.9,282.9,1
12581,0x189280,307.8,282.7,1
12582,0x189300,281.6,315.6,0
12583,0x189380,281.5,315.6,0
12584,0x189400,280.9,307.1,0
12585,0x189480,280.9,307.1,0
12586,0x189500,306.5,281.1,1
12587,0x189580,306.7,281.2,1
12588,0x189600,280.9,306.9,0
12589,0x189680,281.0,307.0,0
12590,0x189700,306.9,281.0,1
12591,0x189780,306.7,281.3,1
12592,0x189800,308.2,282.8,1
12593,0x189880,308.2,282.6,1
12594,0x189900,306.3,281.4,1
12595,0x189980,306.3,281.3,1
12596,0x189a00,308.2,282.7,1
12597,0x189a80,308.2,282.8,1
12598,0x189b00,306.2,281.3,1
12599,0x189b80,306.3,281.5,1
12600,0x189c00,280.7,310.2,0
12601,0x189c80,280.6,310.2,0
12602,0x189d00,282.6,308.5,0
12603,0x189d80,282.5,308.6,0
12604,0x189e00,280.6,310.2,0
12605,0x189e80,280.5,310.3,0
12606,0x189f00,282.6,308.6,0
12607,0x189f80,282.6,308.6,0
12608,0x18a000,302.9,276.9,1
12609,0x18a080,302.8,277.0,1
12610,0x18a100,277.0,303.1,0
12611,0x18a180,276.8,302.9,0
12612,0x18a200,302.8,276.8,1
12613,0x18a280,302.8,276.9,1
12614,0x18a300,276.7,303.1,0
12615,0x18a380,276.8,303.1,0
12616,0x18a400,280.3,317.3,0
12617,0x18a480,280.3,317.3,0
12618,0x18a500,303.5,277.7,1
12619,0x18a580,303.2,277.5,1
12620,0x18a600,280.4,317.3,0
12621,0x18a680,280.3,317.2,0
12622,0x18a700,303.2,277.6,1
12623,0x18a780,303.3,277.5,1
12624,0x18a800,277.9,304.5,0
12625,0x18a880,277.9,304.6,0
12626,0x18a900,277.1,306.5,0
12627,0x18a980,276.9,306.4,0
12628,0x18aa00,278.0,304.6,0
12629,0x18aa80,277.9,304.3,0
12630,0x18ab00,276.9,306.5,0
12631,0x18ab80,276.8,306.5,0
12632,0x18ac00,302.1,277.4,1
12633,0x18ac80,302.2,277.3,1
12634,0x18ad00,303.4,278.8,1
12635,0x18ad80,303.5,278.8,1
12636,0x18ae00,302.3,277.5,1
12637,0x18ae80,302.2,277.5,1
12638,0x18af00,303.2,278.8,1
12639,0x18af80,303.4,278.8,1
12640,0x18b000,278.4,301.9,0
12641,0x18b080,278.1,301.9,0
12642,0x18b100,304.0,275.8,1
12643,0x18b180,303.8,275.9,1
12644,0x18b200,278.0,301.8,0
12645,0x18b280,278.2,301.8,0
12646,0x18b300,303.9,275.9,1
12647,0x18b380,303.9,275.9,1
12648,0x18b400,302.8,275.0,1
12649,0x18b480,303.0,275.0,1
12650,0x18b500,281.3,312.5,0
12651,0x18b580,281.4,312.4,0
12652,0x18b600,302.7,274.8,1
12653,0x18b680,302.6,275.0,1
12654,0x18b700,281.3,312.5,0
12655,0x18b780,281.2,312.5,0
12656,0x18b800,278.0,303.9,0
12657,0x18b880,278.2,304.1,0
12658,0x18b900,277.4,300.3,0
12659,0x18b980,277.4,300.4,0
12660,0x18ba00,278.0,304.1,0
12661,0x18ba80,278.1,304.1,0
12662,0x18bb00,277.5,300.3,0
12663,0x18bb80,277.3,300.3,0
12664,0x18bc00,303.2,274.2,1
12665,0x18bc80,303.1,274.3,1
12666,0x18bd00,303.6,275.4,1
12667,0x18bd80,303.6,275.3,1
12668,0x18be00,303.1,274.4,1
12669,0x18be80,303.1,274.4,1
12670,0x18bf00,303.5,275.3,1
12671,0x18bf80,303.5,275.2,1
12672,0x18c000,304.1,276.4,1
12673,0x18c080,304.1,276.3,1
12674,0x18c100,304.9,276.2,1
12675,0x18c180,304.8,276.2,1
12676,0x18c200,304.2,276.6,1
12677,0x18c280,303.8,276.3,1
12678,0x18c300,304.8,276.2,1
12679,0x18c380,304.6,276.1,1
12680,0x18c400,279.1,302.3,0
12681,0x18c480,279.1,302.3,0
12682,0x18c500,278.4,305.3,0
12683,0x18c580,278.5,305.2,0
12684,0x18c600,279.2,302.0,0
12685,0x18c680,278.9,302.2,0
12686,0x18c700,278.5,305.4,0
12687,0x18c780,278.6,305.2,0
12688,0x18c800,278.2,308.3,0
12689,0x18c880,278.2,308.3,0
12690,0x18c900,304.6,276.5,1
12691,0x18c980,304.6,276.5,1
12692,0x18ca00,278.3,308.3,0
12693,0x18ca80,278.1,308.5,0
12694,0x18cb00,304.6,276.6,1
12695,0x18cb80,304.6,276.5,1
12696,0x18cc00,304.4,275.7,1
12697,0x18cc80,304.3,275.6,1
12698,0x18cd00,278.7,301.8,0
12699,0x18cd80,278.6,301.8,0
12700,0x18ce00,304.6,276.0,1
12701,0x18ce80,304.4,275.8,1
12702,0x18cf00,278.9,301.7,0
12703,0x18cf80,278.5,301.7,0
12704,0x18d000,304.2,278.5,1
12705,0x18d080,304.3,278.5,1
12706,0x18d100,303.9,279.0,1
12707,0x18d180,303.9,279.2,1
12708,0x18d200,304.1,278.6,1
12709,0x18d280,304.0,278.5,1
12710,0x18d300,303.7,279.2,1
12711,0x18d380,303.8,279.2,1
12712,0x18d400,278.6,308.0,0
12713,0x18d480,278.5,308.2,0
12714,0x18d500,278.2,304.5,0
12715,0x18d580,278.2,304.4,0
12716,0x18d600,278.5,308.1,0
12717,0x18d680,278.7,308.1,0
12718,0x18d700,278.2,304.4,0
12719,0x18d780,278.3,304.4,0
12720,0x18d800,304.0,278.9,1
12721,0x18d880,303.8,278.7,1
12722,0x18d900,277.2,315.4,0
12723,0x18d980,277.1,315.3,0
12724,0x18da00,303.7,278.7,1
12725,0x18da80,303.7,278.9,1
12726,0x18db00,277.2,315.3,0
12727,0x18db80,277.0,315.4,0
12728,0x18dc00,278.6,304.9,0
12729,0x18dc80,278.7,304.7,0
12730,0x18dd00,304.6,278.6,1
12731,0x18dd80,304.6,278.9,1
12732,0x18de00,278.6,304.9,0
12733,0x18de80,278.8,304.9,0
12734,0x18df00,304.5,278.6,1
12735,0x18df80,304.5,278.7,1
12736,0x18e000,277.1,302.8,0
12737,0x18e080,276.7,302.7,0
12738,0x18e100,277.5,306.4,0
12739,0x18e180,278.0,306.5,0
12740,0x18e200,276.9,302.9,0
12741,0x18e280,277.0,303.0,0
12742,0x18e300,277.7,306.4,0
12743,0x18e380,277.9,306.5,0
12744,0x18e400,303.2,277.4,1
12745,0x18e480,303.2,277.6,1
12746,0x18e500,302.5,276.8,1
12747,0x18e580,302.6,276.8,1
12748,0x18e600,303.2,277.5,1
12749,0x18e680,303.3,277.3,1
12750,0x18e700,302.7,276.9,1
12751,0x18e780,302.7,276.6,1
12752,0x18e800,303.5,278.7,1
12753,0x18e880,303.5,278.7,1
12754,0x18e900,277.9,304.5,0
12755,0x18e980,277.7,304.6,0
12756,0x18ea00,303.5,278.8,1
12757,0x18ea80,303.4,278.8,1
12758,0x18eb00,277.7,304.6,0
12759,0x18eb80,277.7,304.6,0
12760,0x18ec00,277.1,311.0,0
12761,0x18ec80,277.1,311.1,0
12762,0x18ed00,302.3,277.6,1
12763,0x18ed80,302.3,277.7,1
12764,0x18ee00,277.1,311.1,0
12765,0x18ee80,277.1,310.9,0
12766,0x18ef00,302.3,277.7,1
12767,0x18ef80,302.2,277.6,1
12768,0x18f000,277.2,304.2,0
12769,0x18f080,277.0,304.0,0
12770,0x18f100,278.1,302.0,0
12771,0x18f180,278.2,302.0,0
12772,0x18f200,277.1,303.8,0
12773,0x18f280,277.1,304.0,0
12774,0x18f300,278.0,301.9,0
12775,0x18f380,278.1,302.1,0
12776,0x18f400,303.8,276.3,1
12777,0x18f480,303.8,276.3,1
12778,0x18f500,302.8,275.0,1
12779,0x18f580,302.7,275.0,1
12780,0x18f600,303.5,276.4,1
12781,0x18f680,303.7,276.4,1
12782,0x18f700,302.7,275.2,1
12783,0x18f780,302.9,275.2,1
12784,0x18f800,277.3,300.2,0
12785,0x18f880,277.6,300.2,0
12786,0x18f900,303.1,274.2,1
12787,0x18f980,303.0,274.1,1
12788,0x18fa00,277.4,300.1,0
12789,0x18fa80,277.5,300.3,0
12790,0x18fb00,303.2,274.4,1
12791,0x18fb80,303.2,274.3,1
12792,0x18fc00,303.6,274.8,1
12793,0x18fc80,303.6,274.8,1
12794,0x18fd00,277.3,311.6,0
12795,0x18fd80,277.1,311.5,0
12796,0x18fe00,303.9,274.7,1
12797,0x18fe80,303.8,274.7,1
12798,0x18ff00,277.4,311.6,0
12799,0x18ff80,277.3,311.6,0
12800,0x190000,280.6,314.9,0
12801,0x190080,280.9,314.9,0
12802,0x190100,302.6,277.9,1
12803,0x190180,302.4,277.7,1
12804,0x190200,280.8,315.0,0
12805,0x190280,281.0,314.9,0
12806,0x190300,302.4,277.6,1
12807,0x190380,302.4,277.8,1
12808,0x190400,303.6,278.7,1
12809,0x190480,303.7,278.8,1
12810,0x190500,277.8,304.6,0
12811,0x190580,277.8,304.6,0
12812,0x190600,303.5,278.7,1
12813,0x190680,303.4,278.7,1
12814,0x190700,277.8,304.7,0
12815,0x190780,277.7,304.6,0
12816,0x190800,303.4,277.5,1
12817,0x190880,303.4,277.4,1
12818,0x190900,302.7,276.8,1
12819,0x190980,302.8,276.7,1
12820,0x190a00,303.1,277.5,1
12821,0x190a80,303.3,277.5,1
12822,0x190b00,302.8,276.7,1
12823,0x190b80,303.0,277.0,1
12824,0x190c00,276.9,302.7,0
12825,0x190c80,276.7,302.8,0
12826,0x190d00,277.5,306.7,0
12827,0x190d80,277.7,306.6,0
12828,0x190e00,277.0,302.8,0
12829,0x190e80,277.0,302.9,0
12830,0x190f00,277.5,306.6,0
12831,0x190f80,277.7,306.6,0
12832,0x191000,303.7,274.9,1
12833,0x191080,303.7,274.9,1
12834,0x191100,280.8,314.8,0
12835,0x191180,280.6,314.8,0
12836,0x191200,303.7,275.2,1
12837,0x191280,303.8,274.9,1
12838,0x191300,280.8,314.7,0
12839,0x191380,280.5,314.7,0
12840,0x191400,277.6,300.1,0
12841,0x191480,277.4,300.2,0
12842,0x191500,303.2,274.1,1
12843,0x191580,303.2,274.2,1
12844,0x191600,277.6,300.3,0
12845,0x191680,277.4,300.3,0
12846,0x191700,303.3,274.2,1
12847,0x191780,303.3,274.1,1
12848,0x191800,303.9,276.0,1
12849,0x191880,303.8,275.9,1
12850,0x191900,302.6,275.2,1
12851,0x191980,302.7,275.1,1
12852,0x191a00,303.9,276.0,1
12853,0x191a80,303.9,275.8,1
12854,0x191b00,302.6,275.0,1
12855,0x191b80,302.6,275.0,1
12856,0x191c00,277.1,304.0,0
12857,0x191c80,277.1,303.9,0
12858,0x191d00,278.2,302.1,0
12859,0x191d80,278.2,302.0,0
12860,0x191e00,277.0,303.9,0
12861,0x191e80,277.1,304.0,0
12862,0x191f00,278.2,302.0,0
12863,0x191f80,278.2,301.8,0
12864,0x192000,306.9,278.5,1
12865,0x192080,306.9,278.5,1
12866,0x192100,281.3,304.5,0
12867,0x192180,281.3,304.4,0
12868,0x192200,307.1,278.5,1
12869,0x192280,306.8,278.4,1
12870,0x192300,281.2,304.2,0
12871,0x192380,281.4,304.3,0
12872,0x192400,281.9,313.0,0
12873,0x192480,282.0,313.0,0
12874,0x192500,308.4,280.4,1
12875,0x192580,308.4,280.5,1
12876,0x192600,282.1,313.1,0
12877,0x192680,281.7,312.9,0
12878,0x192700,308.3,280.3,1
12879,0x192780,308.2,280.4,1
12880,0x192800,282.8,306.1,0
12881,0x192880,283.0,306.2,0
12882,0x192900,281.0,307.6,0
12883,0x192980,281.1,307.7,0
12884,0x192a00,282.8,306.3,0
12885,0x192a80,282.9,306.0,0
12886,0x192b00,281.1,307.6,0
12887,0x192b80,281.0,307.7,0
12888,0x192c00,306.7,278.6,1
12889,0x192c80,306.6,278.7,1
12890,0x192d00,308.7,280.4,1
12891,0x192d80,308.5,280.3,1
12892,0x192e00,306.6,278.5,1
12893,0x192e80,306.6,278.7,1
12894,0x192f00,308.5,280.3,1
12895,0x192f80,308.7,280.2,1
12896,0x193000,282.4,308.7,0
12897,0x193080,282.4,308.6,0
12898,0x193100,308.4,282.8,1
12899,0x193180,308.4,282.8,1
12900,0x193200,282.4,308.4,0
12901,0x193280,282.5,308.6,0
12902,0x193300,308.5,282.7,1
12903,0x193380,308.4,282.5,1
12904,0x193400,306.4,281.4,1
12905,0x193480,306.1,281.5,1
12906,0x193500,281.2,318.5,0
12907,0x193580,281.1,318.5,0
12908,0x193600,306.4,281.5,1
12909,0x193680,306.5,281.6,1
12910,0x193700,281.1,318.5,0
12911,0x193780,281.1,318.5,0
12912,0x193800,282.5,311.7,0
12913,0x193880,282.5,311.8,0
12914,0x193900,280.8,307.1,0
12915,0x193980,280.8,307.1,0
12916,0x193a00,282.5,311.9,0
12917,0x193a80,282.7,311.9,0
12918,0x193b00,280.9,307.1,0
12919,0x193b80,281.1,307.2,0
12920,0x193c00,306.5,281.3,1
12921,0x193c80,306.5,281.4,1
12922,0x193d00,307.9,283.0,1
12923,0x193d80,307.8,282.9,1
12924,0x193e00,306.5,281.0,1
12925,0x193e80,306.5,281.0,1
12926,0x193f00,307.9,282.9,1
12927,0x193f80,307.7,282.8,1
12928,0x194000,302.3,277.6,1
12929,0x194080,302.2,277.6,1
12930,0x194100,303.6,278.7,1
12931,0x194180,303.4,278.7,1
12932,0x194200,302.4,277.6,1
12933,0x194280,302.2,277.7,1
12934,0x194300,303.6,278.6,1
12935,0x194380,303.5,278.5,1
12936,0x194400,277.8,304.5,0
12937,0x194480,277.7,304.5,0
12938,0x194500,276.9,306.5,0
12939,0x194580,276.9,306.7,0
12940,0x194600,277.9,304.6,0
12941,0x194680,277.7,304.6,0
12942,0x194700,276.9,306.8,0
12943,0x194780,276.8,306.6,0
12944,0x194800,276.5,314.2,0
12945,0x194880,276.7,314.2,0
12946,0x194900,303.4,277.4,1
12947,0x194980,303.3,277.5,1
12948,0x194a00,276.7,314.2,0
12949,0x194a80,276.7,314.2,0
12950,0x194b00,303.1,277.4,1
12951,0x194b80,303.1,277.3,1
12952,0x194c00,302.8,276.7,1
12953,0x194c80,302.9,276.7,1
12954,0x194d00,276.9,302.6,0
12955,0x194d80,276.9,302.7,0
12956,0x194e00,302.7,276.8,1
12957,0x194e80,302.8,276.8,1
12958,0x194f00,276.9,302.6,0
12959,0x194f80,276.8,302.8,0
12960,0x195000,303.2,274.2,1
12961,0x195080,303.2,274.2,1
12962,0x195100,303.8,274.7,1
12963,0x195180,303.5,274.7,1
12964,0x195200,303.3,274.2,1
12965,0x195280,303.2,274.3,1
12966,0x195300,303.6,274.7,1
12967,0x195380,303.7,274.6,1
12968,0x195400,278.2,303.9,0
12969,0x195480,278.0,303.8,0
12970,0x195500,277.6,300.4,0
12971,0x195580,277.6,300.5,0
12972,0x195600,278.0,303.8,0
12973,0x195680,278.1,303.9,0
12974,0x195700,277.5,300.4,0
12975,0x195780,277.4,300.3,0
12976,0x195800,302.7,275.4,1
12977,0x195880,302.8,275.3,1
12978,0x195900,277.7,308.4,0
12979,0x195980,277.5,308.4,0
12980,0x195a00,302.8,275.2,1
12981,0x195a80,302.6,275.1,1
12982,0x195b00,277.6,308.4,0
12983,0x195b80,277.6,308.5,0
12984,0x195c00,278.0,302.1,0
12985,0x195c80,277.9,302.1,0
12986,0x195d00,303.9,276.0,1
12987,0x195d80,303.9,276.1,1
12988,0x195e00,278.1,302.2,0
12989,0x195e80,278.1,302.2,0
12990,0x195f00,303.8,276.2,1
12991,0x195f80,303.9,276.0,1
12992,0x196000,278.8,301.9,0
12993,0x196080,279.0,301.8,0
12994,0x196100,279.2,305.5,0
12995,0x196180,279.0,305.4,0
12996,0x196200,278.7,301.7,0
12997,0x196280,278.7,301.8,0
12998,0x196300,278.8,305.2,0
12999,0x196380,278.9,305.3,0
13000,0x196400,304.5,276.4,1
13001,0x196480,304.4,276.5,1
13002,0x196500,304.6,275.8,1
13003,0x196580,304.7,275.9,1
13004,0x196600,304.4,276.5,1
13005,0x196680,304.6,276.4,1
13006,0x196700,304.6,275.8,1
13007,0x196780,304.5,275.7,1
13008,0x196800,304.5,276.3,1
13009,0x196880,304.8,276.3,1
13010,0x196900,279.1,302.0,0
13011,0x196980,279.1,302.1,0
13012,0x196a00,305.1,276.2,1
13013,0x196a80,304.9,276.2,1
13014,0x196b00,279.2,302.1,0
13015,0x196b80,279.1,302.1,0
13016,0x196c00,277.7,312.6,0
13017,0x196c80,277.7,312.7,0
13018,0x196d00,304.4,276.3,1
13019,0x196d80,304.1,276.5,1
13020,0x196e00,277.7,312.8,0
13021,0x196e80,277.7,312.8,0
13022,0x196f00,304.1,276.3,1
13023,0x196f80,304.2,276.4,1
13024,0x197000,278.1,308.0,0
13025,0x197080,278.0,307.9,0
13026,0x197100,278.8,304.8,0
13027,0x197180,278.7,304.7,0
13028,0x197200,278.0,308.0,0
13029,0x197280,278.1,308.0,0
13030,0x197300,278.6,304.8,0
13031,0x197380,278.6,304.8,0
13032,0x197400,304.5,278.8,1
13033,0x197480,304.5,278.7,1
13034,0x197500,303.7,278.6,1
13035,0x197580,303.8,278.8,1
13036,0x197600,304.4,278.8,1
13037,0x197680,304.3,278.8,1
13038,0x197700,303.6,279.0,1
13039,0x197780,303.8,278.8,1
13040,0x197800,278.5,304.4,0
13041,0x197880,278.2,304.2,0
13042,0x197900,303.9,278.1,1
13043,0x197980,304.0,278.1,1
13044,0x197a00,278.3,304.4,0
13045,0x197a80,278.3,304.3,0
13046,0x197b00,304.2,278.5,1
13047,0x197b80,304.2,278.5,1
13048,0x197c00,304.0,279.3,1
13049,0x197c80,303.9,279.2,1
13050,0x197d00,278.0,311.0,0
13051,0x197d80,277.7,311.2,0
13052,0x197e00,304.1,279.1,1
13053,0x197e80,304.2,279.2,1
13054,0x197f00,277.9,311.0,0
13055,0x197f80,277.8,311.2,0
13056,0x198000,281.5,315.3,0
13057,0x198080,281.5,315.3,0
13058,0x198100,308.0,282.8,1
13059,0x198180,307.8,282.9,1
13060,0x198200,281.9,315.3,0
13061,0x198280,281.6,315.3,0
13062,0x198300,307.9,283.0,1
13063,0x198380,307.8,282.9,1
13064,0x198400,306.6,281.1,1
13065,0x198480,306.6,281.1,1
13066,0x198500,280.7,307.0,0
13067,0x198580,280.9,307.0,0
13068,0x198600,306.9,281.3,1
13069,0x198680,306.8,281.1,1
13070,0x198700,281.1,306.8,0
13071,0x198780,281.0,306.8,0
13072,0x198800,306.2,281.2,1
13073,0x198880,306.2,281.2,1
13074,0x198900,308.4,282.9,1
13075,0x198980,308.3,283.0,1
13076,0x198a00,306.3,281.3,1
13077,0x198a80,306.3,281.3,1
13078,0x198b00,308.3,282.9,1
13079,0x198b80,308.3,283.0,1
13080,0x198c00,282.5,308.7,0
13081,0x198c80,282.4,308.6,0
13082,0x198d00,280.7,310.1,0
13083,0x198d80,280.7,310.2,0
13084,0x198e00,282.5,308.5,0
13085,0x198e80,282.5,308.6,0
13086,0x198f00,280.6,310.2,0
13087,0x198f80,280.8,310.1,0
13088,0x199000,306.6,278.7,1
13089,0x199080,306.4,278.7,1
13090,0x199100,281.3,315.8,0
13091,0x199180,281.3,315.8,0
13092,0x199200,306.7,278.5,1
13093,0x199280,306.6,278.6,1
13094,0x199300,281.5,315.8,0
13095,0x199380,281.5,315.8,0
13096,0x199400,283.0,306.0,0
13097,0x199480,283.1,306.0,0
13098,0x199500,308.7,280.1,1
13099,0x199580,308.6,280.3,1
13100,0x199600,283.2,305.9,0
13101,0x199680,283.0,305.8,0
13102,0x199700,308.7,280.2,1
13103,0x199780,308.8,280.2,1
13104,0x199800,306.9,278.6,1
13105,0x199880,307.1,278.7,1
13106,0x199900,308.3,280.3,1
13107,0x199980,308.1,280.1,1
13108,0x199a00,306.9,278.5,1
13109,0x199a80,307.1,278.6,1
13110,0x199b00,308.2,280.3,1
13111,0x199b80,308.2,280.4,1
13112,0x199c00,282.7,309.4,0
13113,0x199c80,282.6,309.4,0
13114,0x199d00,281.3,304.1,0
13115,0x199d80,281.3,304.1,0
13116,0x199e00,282.5,309.3,0
13117,0x199e80,282.8,309.2,0
13118,0x199f00,281.4,304.5,0
13119,0x199f80,281.3,304.3,0
13120,0x19a000,304.1,275.9,1
13121,0x19a080,304.1,276.0,1
13122,0x19a100,278.1,301.9,0
13123,0x19a180,278.2,301.9,0
13124,0x19a200,304.0,275.9,1
13125,0x19a280,303.9,275.8,1
13126,0x19a300,278.1,301.8,0
13127,0x19a380,278.1,301.8,0
13128,0x19a400,281.1,312.5,0
13129,0x19a480,281.2,312.4,0
13130,0x19a500,302.7,274.9,1
13131,0x19a580,302.8,275.0,1
13132,0x19a600,281.2,312.3,0
13133,0x19a680,281.2,312.4,0
13134,0x19a700,302.9,275.0,1
13135,0x19a780,302.9,275.1,1
13136,0x19a800,277.3,300.3,0
13137,0x19a880,277.4,300.4,0
13138,0x19a900,278.0,304.0,0
13139,0x19a980,278.1,304.0,0
13140,0x19aa00,277.3,300.2,0
13141,0x19aa80,277.4,300.4,0
13142,0x19ab00,277.9,304.0,0
13143,0x19ab80,278.0,304.1,0
13144,0x19ac00,303.6,275.1,1
13145,0x19ac80,303.6,275.2,1
13146,0x19ad00,303.2,274.0,1
13147,0x19ad80,303.1,274.2,1
13148,0x19ae00,303.5,275.3,1
13149,0x19ae80,303.4,275.2,1
13150,0x19af00,303.2,274.3,1
13151,0x19af80,303.1,274.2,1
13152,0x19b000,276.8,302.9,0
13153,0x19b080,276.9,302.8,0
13154,0x19b100,302.8,276.8,1
13155,0x19b180,303.0,276.8,1
13156,0x19b200,277.0,303.0,0
13157,0x19b280,276.7,302.8,0
13158,0x19b300,302.9,276.8,1
13159,0x19b380,302.8,276.9,1
13160,0x19b400,303.4,277.4,1
13161,0x19b480,303.3,277.6,1
13162,0x19b500,280.5,317.2,0
13163,0x19b580,280.3,317.2,0
13164,0x19b600,303.2,277.6,1
13165,0x19b680,303.2,277.7,1
13166,0x19b700,280.4,317.4,0
13167,0x19b780,280.3,317.3,0
13168,0x19b800,276.6,306.6,0
13169,0x19b880,276.8,306.7,0
13170,0x19b900,277.8,304.6,0
13171,0x19b980,277.8,304.5,0
13172,0x19ba00,276.9,306.5,0
13173,0x19ba80,277.0,306.7,0
13174,0x19bb00,277.9,304.6,0
13175,0x19bb80,277.9,304.6,0
13176,0x19bc00,303.6,278.5,1
13177,0x19bc80,303.7,278.6,1
13178,0x19bd00,302.4,277.7,1
13179,0x19bd80,302.2,277.5,1
13180,0x19be00,303.4,278.8,1
13181,0x19be80,303.4,278.6,1
13182,0x19bf00,302.2,277.6,1
13183,0x19bf80,302.1,277.7,1
13184,0x19c000,303.9,278.9,1
13185,0x19c080,304.0,279.0,1
13186,0x19c100,304.3,278.4,1
13187,0x19c180,304.1,278.4,1
13188,0x19c200,304.0,278.9,1
13189,0x19c280,304.1,279.0,1
13190,0x19c300,304.2,278.5,1
13191,0x19c380,304.2,278.4,1
13192,0x19c400,278.5,304.5,0
13193,0x19c480,278.5,304.4,0
13194,0x19c500,278.7,308.1,0
13195,0x19c580,278.8,308.1,0
13196,0x19c600,278.2,304.4,0
